text,label
"goals for 2021 because i have to hold myself accountable: -hit 1k on twitch/youtube -improve my mental health, learn to control my anxiety/depression -do well in school -learn to advocate for myself -learn to put myself first and drop toxic friends/relationships",none
"@user  WHAT? THEE Great, kind, non-racist and wise Winston Churchill? Who slayed the evil Hitler and his Nazi zombie army on Berlin mountain with his bare hands and saved us all from speaking German??? How dare you. Gellout ma cuntry you ungrateful so and so",conflictual
@user  i flick your hard nipples with my tongue and you moan slightly in my ears and put your nails in my bac i don't let go sucking your tits i pinch and grope one of you tit while i suck and bite on the other then i go down licking your body it feels so good against my tongue,sec
"People who actually practice ethical nonmonogamy have asked us repeatedly to stop conflating the lifestyle as a 'solution','''' to cheating. So, maybe we should... stop? Just a thought...",none
to the people that replied milfs in my last few stories how does it feel like being my favourite,none
Some sea snail produce sulfuric acid which they use for dissolving the shells of the clams on which they feed.,none
@user  LOL big mood; Like I have a sleep disorder so I'm up/down all hours of the night/day It's not uncommon to see me jump in my train of thought.,none
nevermind paypal stinks huge and locked me out of my account for no reason,none
"I don't see how y'all share chapstick, lip gloss, or none of that â€¦ idgaf if it was my momma, I know you suckin dick",profanity
He's so self centered and ugly he threw her suicide attempt in her face and all he can fixate on is she called him mediocre MalcolmAndMarie,conflictual
"It's Gaintime!!! Drop your handles, follow all retweets and likes let's blow our accounts ðŸ’¯âœ”ï¸ðŸ¦‹ðŸŽ‰ðŸŽ‰â¤ï¸ðŸ’•",spam
"If you don't take care of yourself, mentally and physically, deep down you won't ever be happy in real life",none
@EliHershkovich  @user  Just read through all his replies. Literally all he does is talk shit to people on Twitter. Don't give him any more oxygen. Who cares what this dude has to say. He's an ass who just talks shit here.,conflictual
"To the FBPE crowd whining about Starmer saying make Brexit work, come to the marginal constituencies in the north like Yvette Cooper's' and Jon Trickett's' seats plus many others and see how well a policy of rejoining the EU goes down. It would be political suicide.",none
HOW TO EAT A PUSSY (18+) ðŸ‘…ðŸ‘ Young warlocks get in here. I wan na show you guys some pussy eating stunt that you can use on her pussy tonight. ðŸ‘‡,profanity
"ðŸ“» Most played artists on Spanish radio (1-7 Nov.), via Soundcharts All artists: 29. @BTS_twt  (+8) * peak 18 * Non-Spanish-speaking artists: 12. @BTS_twt  (+2) * peak 9 *",none
"Mental health check-in: Following the anxiety attack connected with the embarrassingly popular tweet from yesterday, one of my colleagues who is a fellow traveller herself said, 'This isn't like you. You're normally so together.','''' Anxiety/depression makes you a good actor.",none
"I really hate when I see porn and the girl can handle all the dick, if you have a huge cock in front of you, you need all inch inside!",profanity
@user  @user  Let you into a secret I worked in Japan Malaysia Thailand Singapore Nigeria Chad Angola Argentina USA Canada Chile France Germany Australia New Zealand China Holland Belgium Among a lot of these foreign bastards some on a long term some short term - now fuck off,conflictual
"Clarification: Suicide * attempt * is an offence in Malaysia. Apologies for any confusion & inaccurate representation. (cw: suicide method) This difference is important to note as, because of risk of imprisonment/fines, people are more likely to use more lethal methods.",self-harm
"@user  Meanwhile, Libtards & Presstitute: RSS & Hindu nationalist is killing paper industry & taking lively hood of workers, some 100 suicide related to it (& print this in New York Times)!!",conflictual
just started season 2 of tokyo ghoul and kaneki is into gangbang now i see,sec
"@user  @user  Stop lying about suicide, Deborah. This is false and you know it. Why don't you study the Swedish ADULT study that indicates 19X suicide rate post transitionhttps: //childparentrights.org/wp-content/uploads/2020/05/SUICIDE-MYTH-HANDOUT.pdf",spam
@user  @JamesCleverly  @pritipatel  Dominic all we see is a sad man who lost his job ie you being a bitter twat. you were useless in the first place. how about giving it a rest and get a life. after all your long trip to test your eyes. really,conflictual
"@user  @user  @PoliceNG  @user  Talking b4 thinking! Whether s/he is clean or',''dirty',''', is that the next action to take? Just detain & demand bail money/bribe - no investigation, inquiries, probing, etc. to get to the root of the matter? This siege mentality has not only captured us physically but mentally.",none
"Energy markets are very complex, modern, and progressive industries but face the challenge of managing and getting value out of the flood of information coming in. @user",none
"@user  @user  @user  @tonyschwartz  @user  I bet you nation. If Trump is not punished & removed, the very next day he'll say & do worse. Remember after his impeachment & not removed by the senate? Next day he was on the phone trying to bribe & to intimidate Ukrainian president. When enough is enough?",none
@user  @ASPphysician  @user  @UnityHealthTO  There is enough credible evidence to show suicide and suicide ideations (which are still an indicator of underlying problems) are being affected in this climate which is reasonable considering an increase in rates of depression. Or is that wrong as well.,none
"need','y'all' to start wearing masks. i need treasure to come to Texas so i can have my bestie moment with yedam",none
"I pray that God helps every college student against: -depression -anxiety -negative thoughts -suicidal thoughts -hearing voices & any spiritual attack that comes up against them in THE NAME OF JESUS. So that they can concentrate, overcome, graduate, and fulfill their degree. -S.",none
"@user  Well, I was kinda proposing if you could act as if there was alignment? Rather than all-out possession, maybe they can alter your values and perspective slightly towards theirs? You can just tell people you are feeling moody/energetic! Oh, the possibilities!",none
@user  Botman had a stroke trying to read this and fuking died,profanity
"@allinwithchris  @AOC  Your filthy Democrats have killed millions of people around the world, not a single Republican has done it! Shut your mouth with a Democratic dick! The likes of you, pathetic, mean American whores, slandered Harvey Vanstein and Robbed him! After that all of you in America is shit",conflictual
@user  Hopefully it's something minor and not Ted & Josh slipping him some plutonium tea..... I wouldn't put anything past these traitorous fuckwads.,profanity
@user  Awesome project and very strong project. I love this project very much. This is World class poject.I am supporting this project @user  @user  @user  @user  @user  Airdrop Solana Metaverse NFTs P2E,spam
"I cant be the only mufucka who's day NEVER goes as planned. Like how ya together people do it? My shit be madness everyday, some wild shit be happening good or bad just lmao wtf",profanity
@MickBooker  @afneil  Is Neil implying that Sky News itself needs a shake up? And if so why do the owners of it not shake up Sky first before introducing GB News? No harm in a new news channel though.,none
so we use epinephrine if the heart in v-fib and not when in cardiac arrest uwu,none
@user  I literally was the teenager screaming I wanted to move to ATL and how it's so bomb there..... yea I've visited now 4xs and been to 28 states lmao oh I'm Koo on ATL it's nice to visit tho Lmaoo,none
"@user  Excuse me ma ' am, not to be disrespectful or rude but could you please take post down. Thats my cousin who was killed by a metra train. And it this post is very disrespectful. Idk who you are or if you even know her but I need you to take this down please.",none
He who lives in harmony with himself lives in harmony with the universe Ø§Ù„Ù‡Ù„Ø§Ù„_Ø§Ù„Ø§Ù‡Ù„ÙŠ,none
"@user  Think of those awesome soft fluffy blankets, it's that but a HUGE hooded sweatshirt. It's $ 75 before any discounts, tons of streamers have a $ 30-off coupon and even then it's overpriced. I splurged for me and my mom and have' n't' been able to wear mine because of my mobility ffs",profanity
"@user  A very sick, mentally & physically man. He has blood on his left shirt collar. He needs medical attention.",conflictual
How you slide to a nigga house with some boof ass percs and leave the nigga on the living room floor front door wide open when shit go bad. If I ever see the bitch that left my nigga like that imma catch a charge,conflictual
"@user  @emmakennytv  And people like your comment.... frightening you/them think surgeons, nurses, dentists, health professionals etc have worn masks for years because they keep cutting themselves. To become a health profession your either very clumsy or self harm around your face. ðŸ˜‚ðŸ˜‚ðŸ˜‚",self-harm
@user  Wo' n't' have Twitter to bitch about your student loans not being paid because it wo' n't' exist. You'll' be living in Trumpamerica or Trumpica. He'll' brand the entire fucking country with his name. There are two reasons for 10K not being forgiven - Manchin/Sinema. Do' n't' be pussy babies,profanity
@user  Reading a book about mental illness because both my mom and life partner have a mental illness. The thing I've' most taken away is that being mentally ill (and poor especially) is close to a death sentence without family support. It should not be this way.,none
"@user  @user  @user  @user  @user  people who have limbs removed also do it because of a mental disorder causing them intense distress if they keep it, shocker I know",none
i saw r0se in a short girl thinspo post haha no r0se is a tall to me i am minuscule thanks,none
"@user  I'm asking why you believe that. And if you understand how it can be an inverse relationship, needing stimulants and quick/cheap food and entertainment when you're poor. But that also seems above this convo's weight class.",none
"I could','n't' be a mermaid like them because my dumb ass spills drinks on myself every time I hold a cup and then I'd have to fuckin sit in the kitchen floor all mermaided up for half an hour at four am when I wanted a drink",profanity
"End 5 South Carolina 4 UCF 2 Knights keep the Gamecocks in check again, and now look to close the gap.",none
"@user  @user  @user  @user  No, stopping breathing is not poison; it's respiratory depression, and opiates depress respiration, but do not damage the body like poisons do. Don't take my word for it. Read a book on poisons, then opiates, then the medical management of poisons vs opiates. They're not same.",none
@user  Stopped doing that cause I hate being embarrassed this is how I knew I was uglyðŸ˜‚,none
We just found out today is Single Tasking Day and we celebrate it by doing only one thing at a time. Our checklist: ðŸ”¹ 30 minutes for lunch ðŸ”¹ 10 minutes meditation ðŸ”¹ 3 minutes to apply the stain remover singletasking clean diy meditation lunch nationalday,none
I'm very sexy today does anyone want to bump coochies,profanity
"2000mg of acetaminophen lasts about 7 hours for me, noted âœðŸ¼",drugs
"@PlayStation  So apparently i was banned for calling someone 'little man','''' i said that in context of 'work on your attitude little man','''' after this shithead insulted me 3 times in a row. And guess what? he was NOT banned for calling me a moron or calling me trash. nice one",profanity
If it flops I'll give the 2 people who joined the giveaway a snow owl: '),none
"@laurenboebert  Stay in your lane, you half-wit twatwaffle... stick to what you know: QAnon conspiracy theories, harassing real patriots, and making yourself look like an ignoramus.",conflictual
"@user  You put that extremely well & those are absolute facts! ðŸ’¯ðŸ™Œ It took me a while but I finally found my worth, in a relationship, spiritually, mentally & physically. The signs were there, & the people that cared for me warned me, but it was better I figured out for myself. ðŸ™",none
If you told me 10 years ago that my Int 1 Art class at high school would provide the bulk of my runway references for this pageant I'd have squirted you with PVA glue,conflictual
"@user  Or molesting a child, or committing a mass shooting, stealing another's' property, or assaulting a woman, abusing an elderly person, beating an animal, etc. Basically a billion other things worse than masterbation.",sec
"We live in a society where men will speak out against clear bullshit & it'll be labelled 'toxic masculinity','''' or they will be given a talking to & they will do as they're told & continue to live like a bitch because 'career tho',''''.",conflictual
"@user  @NC5PhilWilliams  @NC5  Being as Antonio Brown has' n't' shown up on my'liberal' white privilege timeline', whatever he did is probably only what dipshit MAGA folks care about, which is generally false outrage over lies anyway. So, not too worried about it.",conflictual
@RoArquette  So sick of the big mouth POS liberal Hollywood shitbags. Hopefully the climate change will flood your communist state.,conflictual
"I'll take the money, y'all can keep the fame. 80 % of these celebrities be on the verge of suicide. yea, that's a hard pass on the fame for me.",none
@user  Yaaassss it's so shiny and cool! And the message is just right~~ Our journey and ATEEZ's must sail on to greater and greater adventure ~~ âœ¨,none
"permaculture is blackballed by the corporate media for chem trail atmospheric weather modification, GMO ðŸ KILLING, and a farmer suicidal spiral. They want everything automated and the earth is really sick. miracles I want to run for President",none
"6 ibuprofens and 4 melatonins in, I'm not the one. Play with somebody else ðŸ˜‚",drugs
if a non disordered person told me i had their dream body i would want 2 die. i want to be so skinny that non disordered ppl are scared of me LOL,conflictual
Rush Limbaugh accused American treasure Michael J. Fox of faking or exaggerating his Parkinson symptoms. This is the kind of asshole he was. Good fucking riddance. Rest in Piss. goodriddance,conflictual
"@user  @RubinReport  Yeah, but go ahead and say that to the suicidal aircraft pilot running a plane full of people.",conflictual
"@user  I remember that JBL office talk we had over bitcoin. And I was like what I should do with this digital coin? ðŸ˜€ than I read couple of articles and anyhow I get bored while reading, like sleeping pills for me ðŸ˜€ðŸ˜€. From then till now I am planning to learn BCTðŸ™†ðŸ½\u200dâ™‚ï¸ðŸ˜€",spam
@BreitbartNews  These are the types of immigrants that Joe Biden welcomes. Future Democrats!,conflictual
"@user  Let's review Facebook and Twitter post we both made or chimed in on during the 2 month Brett Kavinaugh debacle. Nobody gave a single fuk that Kavinaughs accusers were from 30 years ago and GUILTY, none of what you're asking for was given to him, why would you expect different?",profanity
@user  this person complaining about 'no mlm league champs' when there's' a whole ass music video about on of them being gay is sending me to hell,conflictual
@user  @Amul_Coop  @CocaCola  @pepsi  @PepsiCo  @cokestudio  @user  @user  @user  @NDDB_Coop  @user  PepsiCo is Correct!! @pepsi  @PepsiCo  @user  @user  âœŒï¸âœŒï¸,none
"@user  That's all their gon na dicksuck tomorrow, win or lose",profanity
"@WakeFB  Suicide & mental illness is a major problem in this country! We need to get better, because are mental health programs are failing us! I know I have worked with the mentally ill for 25 years! We need to do more!!",none
"I just cant....'its' not a daesang so its okay to give the award to them'' wtf! Even if its not a major award, a rookie getting that award is fckn big already!",profanity
"love it when my stepdad trauma dumps on me, calls himself my real dad, says the same shit a hundred times and calls that an apology while still making me look like the villain and himself as a victim of my bullshit",profanity
@user  suicide bomb watch from the rate they joining ISIS LOL,none
"@user  @DailyMail  Were you born in a barn. The reason we a dealing with this pandemic, is that your boss did' n't' do a damn thing to prevent its spread in 2020. He has the brain capacity of a gnat.",conflictual
"@user  @user  @nickmangwana  @nelsonchamisa  @edmnangagwa  A 'professor','''' who can not spell 'troops','''' - kwahi 'troupes',''''. Typical Zanu-PF 'academic',''''.",none
Day10:900 Had only â‰ˆ 365 Consisted of â€¢eggs and ham â‰ˆ 175 â€¢fruit â‰ˆ 60 â€¢popcorn â‰ˆ 130 (Tags) EDtwt edtwt fatspo fatsp0 thinspo thinsp0 meanspo meansp0 sweetspo sweetsp0 proanatwt (nr just tagging),spam
@user  That's good you need to end up lifeless cumdump! Clout chasing ass dingy mf.,conflictual
@user  @user  To analyse the complex nature would be to concede too many home truths that u were all guilty about. I don't think most of u are able,none
she said she was allergic to gay people ðŸ’€,conflictual
still thinking real hard if i wan na join mcyt twt... i've never like switched idk the rightt vocab,none
"@user  @Telegraph  @user  If weed is still illegal, but police does not focus on it, no law changes needed.",drugs
@peterjukes  And the fools/Voters are in a abusive relationship and despite being offered respite they keep coming back for more & more abuse and more & more self harm,conflictual
@sethanikeem  @FBI  I read they are planning another one on the 19th and I hope security is beefed up... I'm so worried for my country I'm anxious and saddened and scared all at once,none
rachel saying she should be apart of tiredtwt as if we don't already think of her as a tiredtwt cc ðŸ¤šðŸ¤š,none
"okay I decided to kinda restart my alt, never really knew what to do with it and it slowly turned into my sadpost acc so I decided to kinda reset it it's @user  but only really follow it if you're fine with me sadposting or venting on your TL",none
@user  I get mine on Monday and I'm super excited to get it but the side effects are giving me so much anxiety. Like... my body hurts all the time anyway and it sucks to know it's probably going to add to that,none
"i was wondering if you could look at what i wrote for a girl i like at work. we've been talking and we really hit it off, but i wan na let her know how i feel. what do you think? (shows you phone with dm that says, hi pretty girl â¤ï¸â¤ï¸â¤ï¸, nice titty you like big cock??? ðŸ¤¤ðŸ†ðŸ˜³)",sec
"@user  @Ubisoft  @FenyxRising  Oh, Fallout, for one.Easily. It's the Elder Scrolls after a thermonuclear world attack, basically, and is every bit as good.I don't play, my friend is addicted, it's depressing (the world). But even there, they've obviously listened to CUSTOMERS, sorry, and improved that situation",none
@user  number 2. 1 is completely unprofessional,none
"@user  That's what I always think! I've had streams with less viewers and my thought is ALWAYS 'what can I do to make the next stream better?' NOT 'how can I guilt more people into stopping into my stream?' I mean, do they want a legit pity party?!",none
I'm off social media for a whole day & come back to chaos wtf has happened within the last 24hr mcyttwt ðŸ§,profanity
2nd shirt ng When In Tondo wait nyo irelease!,none
"@MileyCyrus  @CashApp  cashtag: $ haidirr FAVORITE STOCKS: $ MJ, $ TLRY, $ FVRR, $ JAGX, $ BA (take your pick i FUCKING LOVEE THE STOCK MARKET)",profanity
@user  Everyone in his department is like you better watch yourself and Akiren shrugs it off seeing as something that could be fun ðŸ˜ŒðŸ˜Œ He finds it oddly cute when Goro gets heated so he would pull of these pranks that are pretty harmless but get a rise out of him.,none
@user  can you make a cream pie?,none
You guys trust me I'm very happy with life but I'm sorry if I look mad 24/7 Bc omg I'm super tired and in pain these last weeks of my pregnancy are kicking my ass ðŸ˜«ðŸ˜«,profanity
@user  @BTS_twt  mine changed too I'm' infp a,none
"Val shrugged. Johannes wanted to pull the hair back out of his face. If he hadn't kissed Val last night like an idiot, Val might have let him. They could have gone on flirting all the way to Maine. Now that it was all out in the open, the preacher couldn't play along anymore.",none
"as april fools is approaching here's a reminder: don't - pretend to break up with your partner - ask someone out as a joke - fake your death or your pet's death or anyone else's death - do anything you know can or may be triggering to anyone toying with ppls emotions isnt 'fun',''''",none
"During this lockdown I made friends with people just because they posted a depressing quote or something, wait you post about not being loved, in your inbox, this is a safe space I understand, when I was going through it I had people on here for me so I'm here to return that favor",none
"i love you my children /p and that is why i'm back!!!!!!! please reply to this or dm me to be my edtwt child!!!!!! if you're already on the list, just quietly like and retweet this so i can help everyone and anyone!!!! i love you all /p",none
my mom: [ parks on the line ] somebody: [ parks perfectly in the stall next to her ] my mom: why the fuck did they park like an asshole?!,profanity
"@user  @BTS_twt  hey, you're very young so please remember to stay safe and wary, okay? there's a lot of bad people and you need to stay safe and careful, okay?",none
"@user  Nah there's a gland that connects the bottom of your stomach to the top of your uterus, basically you get a slow IV drip of stomach acid that gets shot out when you squirt. Trust me, I'm one of those pussy doctors or whatever",profanity
@user  We have to show pictures to the dumbasses that can't do the math. Then we find there are only a very few too dumb to understand the picturesâ€¦,profanity
"@user  Going off your reproduction comment, it could be if the other person has a submissive, non-aggressive looking face (not when they're being assholes), that one wants to punch them to weed out the 'weaker','''' genes just as the puncher may have 'stronger','''' genes. Total speculation.",profanity
"@user  disordered thoughts around like 10? i started to get pretty insecure around 10/11 and then seventh grade when i was 12/13 it was definitely disordered eating, i had some weird rituals around food. and then when i was 14 at the start of quarantine it was a full disorder",self-harm
"Somebody finna please this bussy, I don't give a shit anymore",profanity
@user  yess!! so subtle!. I did' n't' realize until I watched the raeview video on youtube and they mentioned it there!.,none
"@thisisanfield  @user  I don't know boys, but at least your at home and can watch the reds play at home, me I'm' in a homeless shelter no job (fired at Xmas 20th) no money no booze or drugs but I'm' finding it very funny this time of year shit always happens for me it's the treble year for me lol ha ha",profanity
"@Matalan  hello, i ordered online but for some reason my discount code did not work once i paid for it???",none
@user  Bless you multiplied and forever! I agree that going the extra mile for anxious and very scared patients makes a huge difference. Thank you very much for sharing this astute observation.,none
"@user  @user  @GulfstreamPark  Its not Rigged racing, Its Gulfstream Racing. Oh I mean that is the same thing. This place supported Navarro and Servis so you think they care about these slimeball brothers?",conflictual
"Knevies are doing their absolute best in bringing the girls to topped the music charts, cnevies in terms of sales, i-nevies we better step up in our streaming games, be it on YouTube or Spotify, pls stream properly, do not loop the mv/songs",none
TFW when you take antipsychotics and they make you feel nothing 10/10 not sad anymore so you mutilate urself to feel something Bc now ur numb and you don't know if life is real anymore. Good soupðŸ¥²,drugs
"How can these dumbasses on the radio claim there was a Nationwide mask mandate, which there was' n't', then claim it was' n't' effective? You know what prevented this fake made-up thing from being effective? You motherfuckers not wearing your mask? It doesn't work if you don't partici",conflictual
@JuliaHB1  Was always plan A Boris one co were always a bunch of lying bastards utter scumbags lie after lie after lie and still people say they trust him and his cohorts continuing to comply like the sheep they are,conflictual
@mmpadellan  This better be done soon. I'm so disgusted by the senate. Allowing him to stay on the political stage any longer is just asking for the destruction of our democracy.,none
And you all thought those cvnts would get to the final ðŸ¥´,profanity
"We're grateful for the past week of memories, laughs, celebration, and giveaways. What a wonderful way to commend RiskalyzeTurns10. As we enter into this Risk First Decade, here's our promise to you: we're just getting started. ðŸš€",none
"@Bernard_Lane  I feel like Australia is 10 steps behind the UK. Professionals talking about â€˜ girl'stereotypes, â€˜ born in the wrong body ', suicidal threats if this child does not get blockers and blockers being reversible. This is shameful.",conflictual
@DehennaDavison  I personally think that when a women who is a peer starts saying that men (50 % of the population) should have a curfew because of 1 sick arsehole then she defeats everything you just said and makes me reconsider what I would normally stand with you!!,profanity
@user  @BorisJohnson  They'll' just put some other scummy Tory in charge. But still it will be fun.,conflictual
@user  Even now I sometimes struggle to listen to his music because it makes me think about it. I broke down completely for the first few days and barely slept. His music had literally helped me with a bout of suicidal depression not even a month before.,none
"I'm glad I never got into high end make up, I would always talk myself out of it. I saved myself and my bank account w that one for sure",none
"@user  @user  @user  Tedious really, off licence drugs prescribed by Drs millions of times every day all over the EU.",none
"@user  @user  @user  @CawthornforNC  The central park 5 did nothing and were exonerated and received a settlement. As for George Floyd that had nothing to do with why they killed him, he was not guilty. He',''d' paid for that crime and had settled with the woman.",none
"@user  Yeah the 'change' is good but after playing some of the ranked and mega maps, the 'change' makes you suicidal",none
@user  @user  My understanding is river pollution is also a result of run off of excessive N after application of fertilisers to fields growing arable + sewage treatment plants? Agree intensive animal farming is cruel & there was/is a reliance on antibiotics-what about non intensive options,none
"@user  you really have too much time in your hands being mean to people for absolutely no reason. go out and touch some grass. on that note, seek help. ur rlly stanking up the space damn",conflictual
So if you used a tax preparer for your annual tax refund your stimmy is going through their bank account first then they release it to your account aint this a bitch,profanity
"Will I one day be allowed to live a normal life? Is it necessary to cause depression, suicidal thoughts and anxiety in people's life's @CitImmCanada  @marcomendicino  prioritizefamilysponsorship @user  @HCCanGhana  @RaquelDancho  @JennyKwanBC  @jasrajshallan",spam
"@user  Kinda relieved to hear I'm not the only one who could','n't' quite get into Marilynne Robinson! I felt the same way about Pilgrim at Tinker Creek. I think there's something about that poetic-prose style of slow, sentimental, introspective writing that just doesn't click for me. ðŸ¤·ðŸ»\u200dâ™€ï¸",none
"@user  @user  @user  @user  @user  @user  @user  @user  And that causes gender dysphoria. You can't change the gender of the brain, it is solid. So you have to treat the body. If you treat the body, then it is not a mental disorder. It is a somatic disorder. That is how it is gategorized here.",none
Be grateful for pain because it will break you but then rebuild you into a better person physically and mentally,none
@user  @user  So gorgeous yummy awesome hot sexy body sexy tits and perky nips want snd would love to suck nibble and put my cock between them and wow yummy amazing ass,profanity
Being a Ross County fan is depressing. New manager pronto. Never agreed with his appointment in the first place.,none
"This absolute twat on Newsnight saying that what Harry and Meghan said about their own experience, didn't actually happen. Get this old white man off my TV now",conflictual
"@JesseDamiani  @user  If I had time, I'd go through all the facial expressions that he makes when he know's he lying. Just like this photo of him sucking air between his miserable yellow fucking teeth.",conflictual
"@philipaklein  Hey Phil, can you link to all the pithy articles you wrote on Trump's schizophrenic spending and multi-trilllion $ give away to the top 1 %? I wouldn't want people to think you're a vacuous shill writing garbage pieces while Biden digs us out of the multiple GQP disasters...",conflictual
"If you have another opinion that you strongly believe its right and wasn't dont waste your energy to attack others. Moreover the same fandom you said, they are part of someone that boost your faves chart sales, part of quantity of your faves fans. Stop behave like you are the-",none
@user  From what I heard there was going to be a bronze Mario that was going to be a retail exclusive for a while just like gold Mario but then for some reason it was scrap maybe cause if amiibo sales was going to go down or they didt wanted to add amiibo support no more,none
I listened to Cornelia Street most of the time during the first PKP. So depressing ðŸ˜‚,none
having a depressive episode while antidepressants are working is the strangest feeling I've ever felt. like something needs to come out but it just can't lmao,none
"I realize I've been missing a deeper connection of love, I have yet to feel it. Every psychedelic trip I've ever taken the one chakra that exposed itself the most was the 4th one of love. It was pouring out of me.",none
"Liz got ta get herself together mentally and physically during the off season. She has to condition really, really good.",none
pls help how do i cover up or hide cuts?? i get my vaccine in two days ðŸ˜­ tags: shtwt barcodetwt beanstwt madeofbeans,self-harm
feels so sketchy how i can see this account posting everyone's solo activities but drawing the line when it comes to taeyong worse not even retweeting his work either they're not even hiding it anymore,none
"I want to play 4E or PF2E with an anime as fuck premise and have players who are just down with the tropes. Just some people who are down to scream 'FLAMEL',''S' FURIOUS FIREBALL!','''' as they cast their last slot in a pivotal fight. Oh wait we can play Valor, yeah let's do that.",profanity
"me: haha the illusion of tiddies me, interrupting my own thoughts: no they're  real",sec
@user  ðŸ¤£ 3 Â°of hallucinations.,none
@user  in a virtual commemoration of WorldCancerDay notes that Zimbabwe records 7000 cancer cases and mortality remains high with cervicalcancer being one of the highest cases being recorded.,none
"@user  @user  Lack of empathy is a psychological disorder, known as BATSHIT CRAZY!! Disclaimer: I am not qualified to make a psychological diagnosis! I think I nailed it though. ðŸ˜€",profanity
"@user  Wondering how they tolerate it ðŸ˜‚ I mean They are repeating the stuff aren't they!! Same divorce, separation, marriage or affair with someone else, 100 times getting married... Same shits ðŸ¤¦",profanity
Me: * gives a sign i will be active again * Also me: * fucking dies *,profanity
I'm' physically and mentally scarred from these chains now I'm' staring at the world through these Cartier frames,none
"@user  The stories people make up or exaggerate to get likes and retweets, u mean. ðŸ‘€",none
Let's' hope you can read the UIDs past the crusty twitter quality ðŸ˜­,none
"@user  ðŸ˜‚When I first started snk I said I like him and my bff was like (lmao for translating this): 'ðŸ™„ðŸ˜¶ short person, who seems like an asshole, narcissistic much?','''' ðŸ˜‚I was like why roast me so bad? What did I do?",profanity
@user  @AlderHey  @user  @user  @user  Very well deserved fuss! Achieved so much with a significant and challenging change management project also your leadership around BlackLivesMatter EDI BAME you've  made a huge impact on us and the population so thank you and congratulations for your promotion. Keep in touch,conflictual
"what had transpired those few days I can not take back. But I'll explain just a bit. At that time I was doing some bad alcohol addiction where I drank my problems away, I was blacked out for half of that time with no memory of what had happened, and I hurt a good friend of mine",none
@user  @user  @user  @user  @BBCNews  This is how it comes across from a neutral. Seems she was badgered from the start and not given any real chance.. don't get where the hate for this woman comes from with the cretins we have in this world that aren't talked about..,none
@briandick  When did football go away and need to come back excatly?,none
@user  2022 ajka bodygoals namun paru2 on the verge of dying,none
@MartinBraith  @FCBarcelona  Hoping it comes to pass. Legend,none
@user  The Brothers Gibb need to haunt their pasty asses for eternity.,profanity
@donlemon  â€¦.and when the opposition party barely blinks at such conduct yet folds when they face the slightest of charges has to make one wonder if this is really life or nothing but a Movieâ€¦â€¦. RogueRepublicans DimwitDemocrats GSH,conflictual
constantly on the verge of a depressive cry-about-everything episode or an anger induced manic episode either way i wan na slice myself until there's nothing left.,self-harm
"posting a picture of Xi's face superimposed over Winnie the Poo and adding 'Wanted by the Chinese Government','''' to my twitter bio",conflictual
"@user  @WMerciaPolice  The knuckle draggers in the replies saying the officer is in the right are the exact reason why police think they can get away with this shit. Because most of you spackos don't know your rights and would rather suck the balls of these power hungry cucks. Police are','n't' your boss.",conflictual
"When people are discussing ship of Theseus, you look it up because you can't remember learning it, you remember most cells in the human body are replaced completely every 7 yrs (some could be up to 10) & 7 is biblically a number of perfection & it is Lent. ðŸ¤¯ðŸ¤¯",none
"@PressSec  please Ms. Psaki: I've tried repeatedly to contact President Biden through the Whitehouse webpage. The support from both houses over the relief pckg. needs a follow up 'Executive Order','''' action specifically 'Wrongful Convictions',''''.",none
@user  Yup. It's depressing to see these dates but even then I know it also feels like a push.,none
"Ansory por aquella y por la otra pero this is gon na be a hot girl summer idc idc we getting vaccinated gays ladies and theys, let's fucking goooooooooooooooooo ðŸ—£ðŸ—£ðŸ—£ðŸ—£",profanity
hi! if u planned on making a purchase in my store id appreciate it a lot rn... my switch just broke its been hitting me very hard because ive been super depressed lately and its probably the only thing that has been bringing me joy (i know. sad.),none
"Cauli is snorting coke off the tl, no cap",drugs
@user  I'm' willing to die to bring the bastards down for the sake of future generations. At least it would be on my own terms rather than caving in to their coercion. No fucking surrender.,conflictual
"He slowly pushed his hips forward to get deeper into the mouth of that slut he calls'boyfriend''. There it is! The feeling Minie was seeking for, feeling his dom getting hard in his mouth. Oh god, it felt so arousing. The horny boy kept licking and sucking on his cock.",profanity
"To determine who you dislike more; Just imagine having a beer with them. Putin for a few beers; might go a bit west; someone may die. OR beer with Joe & Hunter Biden Hunters smoking his crack pipe trying to tap kids, Joe is smelling kids and repeating himself. I pick Putin ðŸ˜‚",conflictual
"@user  Fi.... just take a couple of days, it works wonders.... don't let the bastards get you down. You and I have','n't' been following one another for long but your tweets are great. Take a wee break and come back to those who care about you x",profanity
@user  safety is suchhh gassss i cant,none
"@rtenews  Already one of the most expensive countries to purchase alcohol in the EU but apparently this price hike will fix all, what a shower of wankers",profanity
"We're either eating cup noodles, Wingstop, cereal, or panda. And I LOVE IT.. W/ her saying 'mhm mom, lelicous' ðŸ’•",none
"@TLRailUK  not only is a guy not wearing a mask, he's vaping on the train - does this company enforce any fucking rules to keep its passengers safe????",profanity
The best weather is when you see that little ray of sunshine after a week of gloomy depressing days.,none
turns out you can get kinda stoned on cbd too lol,drugs
The fireworks from the freeway on the way to work were lowkey magical AF. On some driving out of Disneyland type shxt.,profanity
