id,tweet,private,non-private
1237,I found out a new hire is making more than me despite having half the experience.,1,0
1238,I was promised a raise six months ago and I am still waiting for the paperwork.,1,0
1239,Micromanagement is the fastest way to kill my motivation and I am at zero now.,1,0
1240,My boss just asked for a report due at 5 PM when it is already 4:30 PM.,1,0
1241,My colleague spends more time gossiping about the CEO than actually working.,1,0
1242,My manager has zero leadership skills and it shows in every decision they make.,1,0
1243,The annual bonus was a joke compared to the record profits they announced last week.,1,0
1244,The pay gap in this department is getting harder to ignore every single day.,1,0
1245,They talk about work-life balance while sending me Slack messages at 10 PM.,1,0
1246,This office environment is so toxic that I start feeling anxious on Sunday night.,1,0
1247,Watching my manager struggle with basic technology is the highlight of my misery.,1,0
1248,The internal politics here are more complicated than the actual business strategy.,1,0
1249,The glass ceiling in this company is made of reinforced steel.,1,0
1250,The favoritism in this office is so obvious it is almost insulting to the rest of us.,1,0
1251,My performance review was great but they said there is no budget for raises.,1,0
1252,My coworker smells like old tuna every single day and no one says anything.,1,0
1253,My boss likes to use we when talking about successes but you when talking about failures.,1,0
1254,It is frustrating how the loudest person in the room always gets the promotion.,1,0
1255,I hate how we have to pretend to be a family when we are just numbers on a sheet.,1,0
1256,I caught my teammate lying to the client just to cover up their own mistake.,1,0
1257,I am pretty sure my boss has no idea what my job description actually entails.,1,0
1258,I am only staying for the health insurance and it feels like a prison sentence.,1,0
1259,I am doing the work of three people and getting paid for three-quarters of one.,1,0
1260,I am burnt out and the only solution they offered was a pizza party.,1,0
1261,If I hear the phrase circle back one more time I might actually lose my mind.,1,0
1262,I am currently hiding in the bathroom just to get five minutes of peace.,1,0
1263,I am sick of the passive-aggressive emails from the accounting department.,1,0
1264,I am tired of being the only person who actually follows the standard procedures.,1,0
1265,I feel like my career is stagnating because my boss is afraid of my potential.,1,0
1266,I have been job hunting on company time because they do not value my presence.,1,0
1267,I was excluded from the meeting invite again and I know it was intentional.,1,0
1268,My commute is two hours long for a job that could be done entirely from home.,1,0
1269,My coworker keeps stealing my ideas and presenting them in the group chat.,1,0
1270,My coworkers are complaining about their third vacation while I can barely afford rent.,1,0
1271,My manager expects me to be grateful for a 1 percent cost of living adjustment.,1,0
1272,My supervisor interrupts me every time I try to explain a technical constraint.,1,0
1273,The company culture is just a collection of buzzwords framed on a wall.,1,0
1274,The equipment we use is from the stone age but they expect lightning speed.,1,0
1275,The HR department is only there to protect the company not the employees.,1,0
1276,The lack of transparency regarding the company's financial health is terrifying.,1,0
1277,The office air conditioning is set to freezing and my requests to change it are ignored.,1,0
1278,The turnover rate here should be a giant red flag for anyone applying.,1,0
1279,They denied my time off request for a wedding I told them about months ago.,1,0
1280,The open office plan was designed by someone who hates productivity and privacy.,1,0
1281,The company values are a joke considering how they treat the junior staff.,1,0
1282,The coffee machine is broken again and it is the only thing keeping me sane.,1,0
1283,My salary does not match the level of stress this job requires.,1,0
1284,My paycheck was late this month and the excuse was a system glitch.,1,0
1285,My colleague never listens during meetings and then asks me to explain everything later.,1,0
1286,My boss criticized my tone in an email that was perfectly professional.,1,0
1287,Management is restructuring again which is just code for more work for less pay.,1,0
1288,It is demoralizing to see the executive team get new cars while we get a pay freeze.,1,0
1289,I spend more time filling out progress reports than actually making progress.,1,0
1290,I have to document every minute of my day like I am a toddler in daycare.,1,0
1291,I found out my project was canceled through a rumor in the breakroom.,1,0
1292,I feel like a cog in a machine that is desperately in need of oil.,1,0
1293,I am tired of cleaning up the messes left by the senior developers.,1,0
1294,I am so tired of the corporate jargon used to mask bad news.,1,0
1295,I am getting blamed for a delay that was caused by a different department entirely.,1,0
1296,Every time I ask for feedback my manager just says you are doing fine.,1,0
1297,I am exhausted from pretending to be happy during these forced social events.,1,0
1298,I am being forced to train my own replacement before they lay me off.,1,0
1299,I am tired of the fake smiles and the corporate politics in this building.,1,0
1300,I am tired of the mental gymnastics required to justify staying at this job.,1,0
1301,I am underpaid overworked and completely underappreciated by this firm.,1,0
1302,I cannot wait for the day I can delete this Slack app from my phone.,1,0
1303,I found a job posting for my own position on LinkedIn today.,1,0
1304,I was told I was not a culture fit because I do not stay late every night.,1,0
1305,My boss is a classic example of failing upward in the corporate world.,1,0
1306,My boss takes personal phone calls on speaker in the middle of the office.,1,0
1307,My coworker is a nightmare to collaborate with because of their ego.,1,0
1308,My manager gaslights me into thinking I am the one who misunderstood the instructions.,1,0
1309,My teammate is lazy and I am the one who has to finish their tasks.,1,0
1310,The company benefits package is getting worse every single year.,1,0
1311,The constant change in direction from leadership is giving me whiplash.,1,0
1312,The heating is broken and I am wearing a coat at my desk in December.,1,0
1313,The interview process was a lie compared to the actual daily reality here.,1,0
1314,The lack of training here is unbelievable considering the complexity of the tools.,1,0
1315,The salary transparency movement needs to hit this office immediately.,1,0
1316,The office gossip is the only way anyone knows what is actually happening.,1,0
1317,The internal communication system is a mess of outdated threads and lost files.,1,0
1318,The dress code is outdated and serves no purpose for our line of work.,1,0
1319,The company retreat was just a weekend of working in a different location.,1,0
1320,My supervisor takes credit for the team's success but hides during failure.,1,0
1321,My requests for better software are always denied due to budget cuts.,1,0
1322,My manager is threatened by anyone who has a better idea than theirs.,1,0
1323,My desk is right under a leaky pipe and maintenance has ignored it for weeks.,1,0
1324,My colleague is the most passive-aggressive person I have ever met.,1,0
1325,I feel like my brain is rotting from these repetitive and soul-crushing tasks.,1,0
1326,I feel like I am losing my personality in this gray cubicle.,1,0
1327,I am tired of the performative inclusivity that never leads to real change.,1,0
1328,I am tired of the boys club atmosphere in the senior management meetings.,1,0
1329,I am so tired of being told to do more with less every quarter.,1,0
1330,I am dreading the performance review because it is always about what I did not do.,1,0
1331,I am convinced my boss does not actually know how to do my job.,1,0
1332,I am being asked to work on my vacation and I am tempted to say no.,1,0
1333,My manager loves to set impossible deadlines just to see us scramble.,1,0
1334,I am losing sleep over a project that the client will probably never use.,1,0
1335,I am sick of the corporate jargon that makes simple things sound complex.,1,0
1336,I am tired of being the emotional support for my disorganized boss.,1,0
1337,I am tired of the lack of accountability at the executive level.,1,0
1338,I am tired of the mandatory fun activities that are actually just more work.,1,0
1339,I am underpaid and overqualified for this specific role.,1,0
1340,I feel like I am being punished for being efficient by getting more work.,1,0
1341,I found out the company is skipping the holiday party to save money.,1,0
1342,My boss calls me on my personal number on Sunday afternoons for non-emergencies.,1,0
1343,My coworker keeps talking over me in every single brainstorming session.,1,0
1344,My manager never gives clear instructions and then gets mad when I guess wrong.,1,0
1345,My teammate ignores my emails but responds instantly when the boss is CCed.,1,0
1346,My workstation is so old that it crashes at least three times a day.,1,0
1347,The commute is literally the worst part of my entire existence right now.,1,0
1348,The company culture is basically just working until you burn out and then being replaced.,1,0
1349,The company is losing its best people and management does not seem to care.,1,0
1350,The office snacks are the only benefit and even those are stale.,1,0
1351,The promotion I was promised went to the CEO's nephew instead.,1,0
1352,The reimbursement process for travel expenses is a nightmare of red tape.,1,0
1353,The office politics are so thick you could cut them with a knife.,1,0
1354,The office chairs are causing me chronic back pain and they will not replace them.,1,0
1355,The lack of diversity in the leadership team is very telling.,1,0
1356,The lack of career pathing here makes me feel like I am in a dead end.,1,0
1357,The company policies are designed to make taking sick leave a hassle.,1,0
1358,My supervisor is obsessed with optics rather than actual results.,1,0
1359,My manager is always on vacation during the busiest weeks of the year.,1,0
1360,My manager is always late to our one on one meetings but expects me to be early.,1,0
1361,My colleague spends the whole day on social media while I do their work.,1,0
1362,My boss is a micromanager who needs to approve every single comma.,1,0
1363,I am under so much stress that I can feel it in my chest every morning.,1,0
1364,I am tired of the long hours for a salary that has not moved in three years.,1,0
1365,I am tired of the gaslighting about how lucky we are to work here.,1,0
1366,I am tired of the double standards for management and staff.,1,0
1367,I am sick of the competitive atmosphere between people on the same team.,1,0
1368,I am sick of the blame culture that permeates this entire organization.,1,0
1369,I am getting tired of the fake empathy from the HR department.,1,0
1370,I am currently looking for any excuse to quit this miserable job.,1,0
1371,I am being forced to use an outdated system that makes my job twice as hard.,1,0
1372,This job is slowly draining the life out of me and I need to escape.,1,0
1373,The office is too loud and I can never concentrate on my tasks.,1,0
1374,The company vision is just a bunch of nonsense meant for shareholders.,1,0
1375,My supervisor is completely disconnected from the reality of the workflow.,1,0
1376,My manager is a bully who uses fear to get what they want.,1,0
1377,My coworker is a suck up who tells the boss everything we say in private.,1,0
1378,I am underpaid compared to the industry standard and I know it.,1,0
1379,I am tired of the performative busy work that serves no purpose.,1,0
1380,I am tired of the constant fire drills caused by poor planning.,1,0
1381,I am sick of the hidden agendas in every single project meeting.,1,0
1382,I am counting the days until my contract is finally up.,1,0
1383,A quick tip for productivity is to tackle your hardest task first thing in the morning.,0,1
1384,Celebrating five years at a company that truly values innovation and growth.,0,1
1385,Consistency is the most underrated trait in a successful professional career.,0,1
1386,Deep work sessions are the only way I can get through complex coding problems.,0,1
1387,Grateful for a mentor who pushed me to step out of my comfort zone this year.,0,1
1388,I am reading a fascinating book on organizational psychology this weekend.,0,1
1389,I learned a new shortcut in Excel today that is going to save me so much time.,0,1
1390,It is a beautiful morning to grab a coffee and tackle the to-do list.,0,1
1391,Learning to say no to low-priority tasks is a vital skill for leadership.,0,1
1392,Networking is not about collecting business cards but building real relationships.,0,1
1393,Our new product launch was a huge success thanks to the hard work of everyone.,0,1
1394,Our team just hit the quarterly goal two weeks early and I am so proud.,0,1
1395,Remote work has completely changed the way I approach my daily routine.,0,1
1396,The keynote speech at today's conference provided some great insights on AI.,0,1
1397,The office layout redesign has really improved the collaborative energy.,0,1
1398,The company volunteer day was a great way to give back to the local community.,0,1
1399,Taking a short walk during lunch helps me reset for the afternoon sessions.,0,1
1400,Soft skills like empathy and listening are just as important as technical ability.,0,1
1401,Setting clear expectations is the foundation of any successful project.,0,1
1402,Public speaking gets easier the more you practice and put yourself out there.,0,1
1403,Professional development is a marathon not a sprint so keep learning.,0,1
1404,My favorite part of the job is solving problems that seemed impossible at first.,0,1
1405,Mentoring a junior developer has taught me more about my own craft.,0,1
1406,Keeping a clean inbox is the best feeling at the end of a Friday afternoon.,0,1
1407,I love seeing our clients achieve their goals using the tools we built.,0,1
1408,I am excited to start the new certification course starting next Monday.,0,1
1409,Documenting your processes is a gift to your future self and your team.,0,1
1410,Diversity in the workplace brings perspectives that lead to better solutions.,0,1
1411,Always double-check your work before hitting send on that final proposal.,0,1
1412,A positive attitude in the workplace is contagious and improves everyone's day.,0,1
1413,We just signed a new partnership that will expand our reach globally.,0,1
1414,A well-organized workspace leads to a well-organized mind.,0,1
1415,Building a personal brand is about being authentic and sharing your journey.,0,1
1416,Clear communication reduces friction and speeds up the development cycle.,0,1
1417,Collaboration across different departments leads to the most creative ideas.,0,1
1418,Every mistake is a lesson learned if you take the time to reflect on it.,0,1
1419,Hard work pays off when you stay focused on the long-term vision.,0,1
1420,I am grateful for the opportunity to work on projects that have a real impact.,0,1
1421,I am looking forward to the industry meetup happening in the city tonight.,0,1
1422,I appreciate how our company supports continuous education for all staff.,0,1
1423,I find that a standing desk really helps me stay focused during long calls.,0,1
1424,It is important to celebrate the small wins along the way to the big ones.,0,1
1425,Just finished a productive brainstorming session with the design team.,0,1
1426,The tech industry is constantly evolving and that is what makes it exciting.,0,1
1427,Time management is about energy management as much as it is about clocks.,0,1
1428,Today was one of those days where everything just clicked perfectly.,0,1
1429,Understanding your audience is the first step to effective communication.,0,1
1430,Trust is the currency of high-performing teams across all sectors.,0,1
1431,The best teams are those where everyone feels safe to share their ideas.,0,1
1432,Technology should serve the people and simplify their daily tasks.,0,1
1433,Staying curious is the best way to stay relevant in any industry.,0,1
1434,Reflection is a key part of the creative process that we often overlook.,0,1
1435,Our quarterly review showed significant growth in customer satisfaction.,0,1
1436,Listening to a podcast about leadership during my commute today.,0,1
1437,I enjoy mentoring new interns and seeing them grow in their roles.,0,1
1438,I am proud to work for a company that prioritizes sustainability in its operations.,0,1
1439,I am inspired by the talent and dedication of my colleagues every day.,0,1
1440,I am focusing on improving my data visualization skills this quarter.,0,1
1441,I am attending a workshop on agile methodologies tomorrow morning.,0,1
1442,Growth happens when you are willing to ask questions and admit what you do not know.,0,1
1443,Good design is about making the complex feel simple and intuitive.,0,1
1444,Finding a balance between speed and quality is the ultimate professional challenge.,0,1
1445,A quick check-in with the team can prevent a lot of confusion later on.,0,1
1446,Taking ownership of your projects leads to better outcomes and more pride.,0,1
1447,A clear mission statement helps everyone stay aligned on the big picture.,0,1
1448,A supportive work environment makes all the difference in achieving goals.,0,1
1449,Automation allows us to focus on the tasks that require human creativity.,0,1
1450,Efficiency is about doing the right things not just doing things fast.,0,1
1451,Feedback is a gift that helps us grow if we are willing to listen.,0,1
1452,I am constantly amazed by the power of collaborative problem solving.,0,1
1453,I am excited to share my latest project at the team meeting today.,0,1
1454,I am focusing on deep work today to finish the technical specifications.,0,1
1455,I am grateful for the flexibility that my current role provides.,0,1
1456,I am looking forward to representing the company at the trade show.,0,1
1457,I am looking forward to the new challenges that the next project will bring.,0,1
1458,I am proud of the progress we have made on the new app feature.,0,1
1459,I find that writing down my goals makes them much more achievable.,0,1
1460,Keeping up with industry trends is part of the job and I love it.,0,1
1461,Learning from experts in the field is the best way to accelerate your career.,0,1
1462,Professionalism is about how you treat people when things go wrong.,0,1
1463,Resilience is about bouncing back stronger after a setback or failure.,0,1
1464,Strategic thinking requires taking a step back from the daily grind.,0,1
1465,Success is a team sport and I am lucky to have a great one.,0,1
1466,Working with international clients has broadened my perspective significantly.,0,1
1467,Leadership is about serving others and helping them reach their potential.,0,1
1468,Innovation requires the courage to try new things and fail occasionally.,0,1
1469,I find that a mid-day stretch helps me stay energized for the afternoon.,0,1
1470,I enjoy the fast-paced nature of the startup world and the constant learning.,0,1
1471,I am working on refining my presentation skills for the upcoming board meeting.,0,1
1472,I am proud of our team for delivering the project ahead of schedule.,0,1
1473,I am looking forward to the team building event this Friday afternoon.,0,1
1474,I am learning so much from the senior architects on this project.,0,1
1475,I am excited about the new partnerships we are building this year.,0,1
1476,I am enjoying the process of building something from the ground up.,0,1
1477,Gratitude is a powerful tool for maintaining a positive outlook at work.,0,1
1478,Collaboration is the key to unlocking the full potential of any idea.,0,1
1479,Clarity in communication is the best way to avoid unnecessary rework.,0,1
1480,Being proactive is always better than being reactive in business.,0,1
1481,A healthy work culture starts with mutual respect and open dialogue.,0,1
1482,Career growth is a journey that requires both patience and persistence.,0,1
1483,A positive mindset helps me navigate even the busiest work days.,0,1
1484,A well-defined project scope is the secret to a stress-free delivery.,0,1
1485,Being a lifelong learner is essential in today's rapidly changing world.,0,1
1486,Every project is an opportunity to learn something new and improve.,0,1
1487,Hard work is the foundation of every major achievement in my career.,0,1
1488,Honesty and integrity are the most important values in any business.,0,1
1489,I am excited about the potential of the new market we are entering.,0,1
1490,I am excited to see the impact of our new software on the industry.,0,1
1491,I am focusing on building better habits to improve my daily focus.,0,1
1492,I am grateful for the mentorship I have received throughout my career.,0,1
1493,I am looking forward to the insights from the customer feedback session.,0,1
1494,I am proud of the inclusive environment we are building at our company.,0,1
1495,I am proud to be part of a team that cares about social responsibility.,0,1
1496,I enjoy the challenge of finding creative solutions to technical problems.,0,1
1497,I enjoy the opportunity to work with people from diverse backgrounds.,0,1
1498,I find that a quiet morning is the best time for strategic planning.,0,1
1499,Mentorship is a two-way street that benefits both the mentor and mentee.,0,1
1500,Setting boundaries is essential for maintaining long-term productivity.,0,1
1501,Staying organized is the only way I can manage multiple projects at once.,0,1
1502,The success of our latest marketing campaign has exceeded our expectations.,0,1
1503,The success of the company is a reflection of the hard work of the team.,0,1
1504,Staying adaptable is the key to thriving in a dynamic work environment.,0,1
1505,Professional networking has opened up so many doors for my career.,0,1
1506,Learning to manage stress is just as important as learning technical skills.,0,1
1507,I enjoy the sense of accomplishment that comes with finishing a big project.,0,1
1508,I enjoy the collaborative spirit that defines our office culture.,0,1
1509,I enjoy the challenge of staying ahead of the curve in my profession.,0,1
1510,I am proud of the innovative solutions our team has developed this year.,0,1
1511,I am proud of the high standards we maintain in our customer service.,0,1
1512,I am looking forward to the opportunities for growth in the coming year.,0,1
1513,I am looking forward to the launch of our new internal training program.,0,1
1514,I am grateful for the colleagues who make coming to work every day a joy.,0,1
1515,I am focusing on improving my active listening skills during meetings.,0,1
1516,I am excited about the new technologies we are integrating into our workflow.,0,1
1517,Empathy is a key leadership trait that builds trust and loyalty.,0,1
1518,Effective teamwork is about leveraging the strengths of every individual.,0,1
1519,Continuous improvement is the goal of every successful organization.,0,1
1520,Being open to new ideas is the first step toward innovation.,0,1
1521,A supportive manager can make a huge difference in your career path.,0,1
1522,A clear vision for the future helps us stay motivated during tough times.,0,1
1523,A strong work ethic is something that will serve you throughout your life.,0,1
1524,Collaboration is the most powerful tool we have for solving problems.,0,1
1525,I am grateful for a career that allows me to keep learning and growing.,0,1
1526,I am looking forward to the professional growth this new role will offer.,0,1
1527,I am proud of the positive feedback we received from our latest client.,0,1
1528,I am proud of the resilience our team has shown over the past few months.,0,1
1529,I enjoy the opportunity to contribute to projects that matter.,0,1
1530,Setting small goals each day keeps me moving in the right direction.,0,1
1531,Staying focused on the big picture helps me prioritize my daily tasks.,0,1
1532,Success is about the journey as much as it is about the destination.,0,1
1533,Every time I ask for a resource to do my job better I am told to just be creative.,1,0
1534,I am being asked to do the work of a director on a junior assistant salary.,1,0
1535,I am doing free labor on weekends just to keep the department from collapsing.,1,0
1536,I am pretty sure the HR investigation into my supervisor was just a formality to protect them.,1,0
1537,I am tired of my manager using my ideas in the executive meeting without mentioning my name.,1,0
1538,I feel like I am being watched by the IT department every time I take a five minute break.,1,0
1539,I found the budget spreadsheet by accident and everyone is getting paid more than me.,1,0
1540,I have to pay for my own parking even though the company owns the entire building.,1,0
1541,I overheard my boss making fun of my presentation style with the other leads.,1,0
1542,My boss gave me a performance score of three out of five just to avoid paying the full bonus.,1,0
1543,My boss just took a two week vacation after denying my two day bereavement leave.,1,0
1544,My coworker spent three hours at lunch and then asked me to help with their overdue tasks.,1,0
1545,My paycheck was short fifty dollars again and they told me to wait until next month for the fix.,1,0
1546,My supervisor told me to lie to the client about our current project status.,1,0
1547,My teammate is clearly working a second job during our office hours.,1,0
1548,The company claims to be eco-friendly but the office waste is absolutely staggering.,1,0
1549,The nepotism here is so thick it is impossible for outsiders to ever move up.,1,0
1550,The office gossip about the marketing manager is getting out of hand and very unprofessional.,1,0
1551,The passive aggression in the group chat today is reaching a breaking point.,1,0
1552,There is a secret Slack channel for the cool kids and it makes the office feel like high school.,1,0
1553,Watching my incompetent colleague get promoted just because they play golf with the VP.,1,0
1554,The project is failing because of management and they are looking for a scapegoat.,1,0
1555,The health insurance premiums went up but the coverage actually got significantly worse.,1,0
1556,The equipment I was given is literally falling apart and they refuse to replace it.,1,0
1557,The company retreat was mandatory but they made us pay for our own dinner.,1,0
1558,The CEO announced a hiring freeze while they are currently hiring a personal chef.,1,0
1559,The annual reviews are just a way for them to justify why nobody is getting a promotion.,1,0
1560,My supervisor is a micromanager who insists on being CCed on every internal chat.,1,0
1561,My manager calls me after 9 PM just to complain about their own boss.,1,0
1562,My desk is right next to the bathroom and the smell is making it impossible to work.,1,0
1563,My coworker constantly interrupts me during meetings to restate exactly what I just said.,1,0
1564,My colleague is taking credit for a script I wrote three months ago.,1,0
1565,My boss told me I should be lucky to even have a job in this economy.,1,0
1566,I was told I was too aggressive for asking for the raise I was promised in my contract.,1,0
1567,I was passed over for a lead role because I am not part of the internal social circle.,1,0
1568,I found out my male coworker makes 20 percent more for the exact same output.,1,0
1569,I feel like I am being gaslit into thinking that working 60 hours a week is normal.,1,0
1570,I am tired of the fake positivity in the morning stand up meetings.,1,0
1571,I am terrified of making a mistake because the culture here is to punish rather than teach.,1,0
1572,I am struggling to pay my rent while my manager talks about buying a third vacation home.,1,0
1573,I am sick of being the only person who cleans the shared kitchen because everyone else is too busy.,1,0
1574,I am being forced to use my personal laptop because the company one is too slow.,1,0
1575,I am being punished for being efficient by being given the work of the slowest employee.,1,0
1576,I am crying in my car before my shift because I dread seeing my manager.,1,0
1577,I am sick of the performative diversity that only exists on the company website.,1,0
1578,I found out that my department is being outsourced by reading a leaked email.,1,0
1579,I have been at this company for four years and haven't had a single cost of living adjustment.,1,0
1580,I was told to work on my birthday despite having requested it off six months ago.,1,0
1581,My boss is threatened by my expertise and tries to block me from speaking to clients.,1,0
1582,My colleague is definitely stealing office supplies and I am the one getting questioned.,1,0
1583,My coworker is always late but because they are friends with HR nothing happens.,1,0
1584,My manager said I don't have enough presence because I don't talk over people.,1,0
1585,My supervisor is taking a nap in their office while the rest of us are drowning.,1,0
1586,My teammate hasn't submitted a single line of code in three days and no one notices.,1,0
1587,The bonus structure was changed at the last minute to ensure no one reached the top tier.,1,0
1588,The company spent ten thousand dollars on a new logo but can't afford coffee for the breakroom.,1,0
1589,The favoritism shown to the sales team is making every other department resentful.,1,0
1590,The internal promotion process is a complete mystery and seems to be based on vibes.,1,0
1591,The office politics are so bad that I have to record every conversation I have with my lead.,1,0
1592,The office culture is so competitive that no one actually helps each other.,1,0
1593,The internal documentation is ten years out of date and no one cares to fix it.,1,0
1594,The heating is turned off at 5 PM even if we are required to stay until 8 PM.,1,0
1595,The company values on the wall are the opposite of how the executives behave.,1,0
1596,The company is bragging about growth while laying off the entire QA team.,1,0
1597,My teammate is a bully and management just calls it a strong personality.,1,0
1598,My supervisor gave me a bad review because I didn't attend a voluntary happy hour.,1,0
1599,My paycheck was reduced because of a technicality they never explained.,1,0
1600,My manager is an expert at taking credit for other people's hard work.,1,0
1601,My manager is a classic narcissist who needs constant praise for basic tasks.,1,0
1602,My coworker is using my desk as a storage unit and it is driving me crazy.,1,0
1603,My colleague is clearly sabotaging my projects to make themselves look better.,1,0
1604,My boss expects me to be available 24/7 for a job that barely pays the bills.,1,0
1605,I overheard the managers talking about who they want to fire next.,1,0
1606,I found a better job offer and I am tempted to quit without giving any notice.,1,0
1607,I feel like my soul is being slowly crushed by these meaningless spreadsheets.,1,0
1608,I am tired of being told to be a team player while the team lets me down constantly.,1,0
1609,I am tired of being the only adult in a room full of senior executives.,1,0
1610,I am sick of the corporate double speak used to justify layoffs.,1,0
1611,I am getting paid the same salary as I was five years ago.,1,0
1612,I am getting messages from my boss on my personal Instagram about work issues.,1,0
1613,I am doing the work of two people and the stress is affecting my physical health.,1,0
1614,I am being asked to train someone for a job that is higher level than mine.,1,0
1615,I am being forced to attend a team building event on my only day off.,1,0
1616,I am being ghosted by my own manager regarding my promotion request.,1,0
1617,I am getting blamed for a mistake that was clearly made by my supervisor.,1,0
1618,I am sick of the corporate jargon that means absolutely nothing.,1,0
1619,I am sick of the micromanagement that makes every task take twice as long.,1,0
1620,I am tired of the fake apologies from the leadership team.,1,0
1621,I am tired of the mental gymnastics required to stay positive at this job.,1,0
1622,I am underpaid overworked and I have had enough of this place.,1,0
1623,I found out my salary is the lowest in the entire company for my role.,1,0
1624,I found out the company is paying for a luxury retreat for directors only.,1,0
1625,My boss is a liar and I have the emails to prove it.,1,0
1626,My boss told me to stop asking questions and just do what I am told.,1,0
1627,My coworker is getting away with murder because they are related to the CEO.,1,0
1628,My coworker is making the office a hostile environment for everyone.,1,0
1629,My desk is broken and maintenance told me to fix it myself.,1,0
1630,My teammate is a constant distraction and management does nothing about it.,1,0
1631,My teammate is taking credit for a project I did by myself.,1,0
1632,The company is prioritizing profits over the well being of its employees.,1,0
1633,The lack of transparency about the company's future is causing a lot of anxiety.,1,0
1634,The office is a graveyard of dreams and I need to get out.,1,0
1635,The lack of communication from leadership is absolutely pathetic.,1,0
1636,The company is full of toxic people who only care about themselves.,1,0
1637,The company is a sinking ship and everyone knows it but management.,1,0
1638,The company is a mess and I am looking for a new job every day.,1,0
1639,My teammate is a lazy person who does the bare minimum to get by.,1,0
1640,My teammate is a constant source of stress and negativity.,1,0
1641,My supervisor is a control freak who makes my life a living hell.,1,0
1642,My supervisor is a bully who picks on the junior staff.,1,0
1643,My paycheck is late again and no one seems to care.,1,0
1644,My coworker is a gossip who spreads lies about everyone in the department.,1,0
1645,My coworker is a backstabber who will do anything to get ahead.,1,0
1646,My boss is an idiot who has no idea how to lead a team.,1,0
1647,I am underpaid and I am not going to take it anymore.,1,0
1648,I am under so much stress that I can't even enjoy my weekends.,1,0
1649,I am tired of the lack of respect for my time and my work.,1,0
1650,I am tired of the constant pressure to work overtime for no extra pay.,1,0
1651,I am tired of being treated like a child by my manager.,1,0
1652,I am sick of the office politics that determine who gets ahead.,1,0
1653,I am sick of the fake smiles and the corporate bullshit.,1,0
1654,I am getting tired of the constant changes to our project goals.,1,0
1655,I am being forced to work in an office that is clearly unsafe.,1,0
1656,I am being asked to do things that are clearly outside of my job description.,1,0
1657,The company culture is a joke and no one takes it seriously.,1,0
1658,I am being forced to work with people I don't like or respect.,1,0
1659,I am sick of the constant lies from the leadership team.,1,0
1660,I am sick of the constant meetings that achieve absolutely nothing.,1,0
1661,I am tired of the lack of opportunities for growth at this company.,1,0
1662,I am underpaid and I am doing the work of three people.,1,0
1663,I am underpaid and I am tired of being exploited by this company.,1,0
1664,My boss is a jerk who doesn't know the first thing about management.,1,0
1665,My boss is a micromanager who doesn't trust anyone to do their job.,1,0
1666,My coworker is a brown noser who is always hanging around the boss.,1,0
1667,My coworker is a nightmare who makes the office a miserable place.,1,0
1668,My supervisor is a nightmare who makes every day a struggle.,1,0
1669,My teammate is a snake who will throw anyone under the bus.,1,0
1670,The company is a disaster and I am just waiting for it to fail.,1,0
1671,The company is a joke and I am embarrassed to work here.,1,0
1672,The company is a toxic waste dump and I need to find a way out.,1,0
1673,The company is a mess and I am glad to be leaving soon.,1,0
1674,The company culture is toxic and it is affecting my mental health.,1,0
1675,My teammate is a lazy person who is always making excuses.,1,0
1676,My supervisor is a moron who can't even use a computer.,1,0
1677,My coworker is a liar who is always making up stories.,1,0
1678,My boss is a micromanager who is obsessed with the smallest details.,1,0
1679,I am underpaid and I am ready to move on to something better.,1,0
1680,I am tired of the lack of support from my manager and my team.,1,0
1681,I am sick of the constant drama in the office.,1,0
1682,I am being forced to work long hours for no extra compensation.,1,0
1683,A clear product roadmap is the secret to keeping the development team focused.,0,1
1684,A five minute walk between meetings is enough to clear my head for the next one.,0,1
1685,Attending a webinar today on the future of sustainable energy in tech.,0,1
1686,Building an inclusive team starts with being intentional about our hiring.,0,1
1687,Celebrating my tenth year in the industry with a lot of gratitude for my mentors.,0,1
1688,Collaborative editing tools have made remote teamwork so much smoother.,0,1
1689,Effective delegation is about trusting your team to deliver great results.,0,1
1690,Grateful for the chance to work on a project that actually helps people.,0,1
1691,Hybrid work models offer the perfect balance of focus and social interaction.,0,1
1692,I spent the morning learning about new cloud architecture patterns.,0,1
1693,It is always a good day when the build passes on the first attempt.,0,1
1694,Just finished a great biography of a pioneer in computer science.,0,1
1695,Keeping my desktop clean helps me keep my thoughts organized as well.,0,1
1696,Learning to listen more than I speak has been my best career move so far.,0,1
1697,One simple way to stay organized is to end each day by writing a list for tomorrow.,0,1
1698,Our company just crossed the one million user mark and it feels incredible.,0,1
1699,Our latest software update just rolled out and the feedback is fantastic.,0,1
1700,Professional growth is often found in the tasks that make you a bit nervous.,0,1
1701,Public speaking is a skill that anyone can learn with enough practice.,0,1
1702,Seeing a junior designer gain confidence in their work is so rewarding.,0,1
1703,Solving a bug that has been bothering the team for a week is a great feeling.,0,1
1704,Standardizing our code reviews has significantly improved our shipping speed.,0,1
1705,The new office library is a perfect spot for quiet focus and research.,0,1
1706,We just expanded our operations to a new country and the energy is high.,0,1
1707,Understanding the business side of tech makes you a better engineer.,0,1
1708,Today was one of those days where the code just flowed effortlessly.,0,1
1709,The pace of change in our industry keeps every day interesting.,0,1
1710,The company charity drive was a massive success this year.,0,1
1711,Personal branding is just about showing up consistently and being helpful.,0,1
